seed,scenario,policy,sku,placed_day,arrival_day,expiry_day,received_kg
0,base,sales_only,SAUSAGE-C,76,77,85,9
0,base,sales_only,SAUSAGE-C,77,78,86,17
0,base,sales_only,SAUSAGE-C,78,79,87,17
0,base,sales_only,SAUSAGE-C,79,80,88,12
0,base,sales_only,SAUSAGE-C,80,81,89,15
0,base,sales_only,SAUSAGE-C,81,82,90,17
0,base,sales_only,SAUSAGE-C,82,83,91,21
0,base,sales_only,SAUSAGE-C,83,84,92,23
0,base,sales_only,SAUSAGE-C,85,86,94,28
0,base,sales_only,SAUSAGE-C,84,87,95,25
0,base,sales_only,SAUSAGE-C,86,87,95,18
0,base,sales_only,SAUSAGE-C,87,88,96,22
0,base,sales_only,SAUSAGE-C,88,89,97,14
0,base,sales_only,SAUSAGE-C,89,90,98,18
0,base,sales_only,SAUSAGE-C,91,92,100,18
0,base,sales_only,SAUSAGE-C,90,93,101,30
0,base,sales_only,SAUSAGE-C,92,93,101,9
0,base,sales_only,SAUSAGE-C,93,94,102,26
0,base,sales_only,SAUSAGE-C,94,95,103,38
0,base,sales_only,SAUSAGE-C,95,96,104,48
0,base,sales_only,SAUSAGE-C,96,97,105,22
0,base,sales_only,SAUSAGE-C,97,98,106,11
0,base,sales_only,SAUSAGE-C,99,100,108,24
0,base,sales_only,SAUSAGE-C,98,101,109,17
0,base,sales_only,SAUSAGE-C,100,101,109,44
0,base,sales_only,SAUSAGE-C,101,102,110,21
0,base,sales_only,SAUSAGE-C,102,103,111,16
0,base,sales_only,SAUSAGE-C,103,104,112,18
0,base,sales_only,SAUSAGE-C,104,105,113,28
0,base,sales_only,SAUSAGE-C,105,106,114,14
0,base,sales_only,SAUSAGE-C,106,107,115,14
0,base,sales_only,SAUSAGE-C,107,108,116,19
0,base,sales_only,SAUSAGE-C,108,109,117,18
0,base,sales_only,SAUSAGE-C,109,110,118,51
0,base,sales_only,SAUSAGE-C,110,111,119,20
0,base,sales_only,SAUSAGE-C,111,112,120,26
0,base,sales_only,SAUSAGE-C,112,113,121,23
0,base,sales_only,SAUSAGE-C,113,114,122,15
0,base,sales_only,SAUSAGE-C,114,115,123,19
0,base,sales_only,SAUSAGE-C,115,116,124,8
0,base,sales_only,SAUSAGE-C,116,117,125,28
0,base,sales_only,SAUSAGE-C,117,118,126,19
0,base,sales_only,SAUSAGE-C,118,119,127,11
0,base,sales_only,SAUSAGE-C,119,120,128,9
0,base,sales_only,SAUSAGE-C,120,121,129,28
0,base,sales_only,SAUSAGE-C,121,122,130,23
0,base,sales_only,SAUSAGE-C,122,123,131,21
0,base,sales_only,SAUSAGE-C,123,124,132,29
0,base,sales_only,SAUSAGE-C,124,125,133,26
0,base,sales_only,SAUSAGE-C,125,126,134,24
0,base,sales_only,SAUSAGE-C,126,127,135,9
0,base,sales_only,SAUSAGE-C,127,128,136,26
0,base,sales_only,SAUSAGE-C,128,129,137,45
0,base,sales_only,SAUSAGE-C,129,130,138,39
0,base,sales_only,SAUSAGE-C,130,131,139,26
0,base,sales_only,SAUSAGE-C,131,132,140,20
0,base,sales_only,SAUSAGE-C,132,133,141,44
0,base,sales_only,SAUSAGE-C,133,134,142,25
0,base,sales_only,SAUSAGE-C,134,135,143,17
0,base,sales_only,SAUSAGE-C,135,136,144,23
0,base,sales_only,SAUSAGE-C,136,137,145,30
0,base,sales_only,SAUSAGE-C,138,139,147,38
0,base,sales_only,SAUSAGE-C,137,140,148,31
0,base,sales_only,SAUSAGE-C,139,140,148,25
0,base,sales_only,SAUSAGE-C,140,141,149,17
0,base,sales_only,SAUSAGE-C,142,143,151,28
0,base,sales_only,SAUSAGE-C,141,144,152,30
0,base,sales_only,SAUSAGE-C,143,144,152,19
0,base,sales_only,SAUSAGE-C,144,145,153,27
0,base,sales_only,SAUSAGE-C,145,146,154,30
0,base,sales_only,SAUSAGE-C,146,147,155,8
0,base,sales_only,SAUSAGE-C,147,148,156,20
0,base,sales_only,SAUSAGE-C,148,149,157,7
0,base,sales_only,SAUSAGE-C,149,150,158,22
0,base,sales_only,SAUSAGE-C,150,151,159,17
0,base,sales_only,SAUSAGE-C,151,152,160,34
0,base,sales_only,SAUSAGE-C,152,153,161,37
0,base,sales_only,SAUSAGE-C,153,154,162,11
0,base,sales_only,SAUSAGE-C,154,155,163,14
0,base,sales_only,SAUSAGE-C,155,156,164,34
0,base,sales_only,SAUSAGE-C,156,157,165,14
0,base,sales_only,SAUSAGE-C,157,158,166,25
0,base,sales_only,SAUSAGE-C,158,159,167,41
0,base,sales_only,SAUSAGE-C,159,160,168,25
0,base,sales_only,SAUSAGE-C,160,161,169,26
0,base,sales_only,SAUSAGE-C,161,162,170,31
0,base,sales_only,SAUSAGE-C,162,163,171,30
0,base,sales_only,SAUSAGE-C,163,164,172,36
0,base,sales_only,SAUSAGE-C,164,165,173,16
0,base,sales_only,SAUSAGE-C,165,166,174,11
0,base,sales_only,SAUSAGE-C,166,167,175,18
0,base,sales_only,SAUSAGE-C,167,168,176,11
0,base,sales_only,SAUSAGE-C,168,169,177,12
0,base,sales_only,SAUSAGE-C,169,170,178,12
0,base,sales_only,SAUSAGE-C,171,172,180,18
0,base,sales_only,SAUSAGE-C,170,173,181,39
0,base,sales_only,SAUSAGE-C,172,175,183,17
0,base,sales_only,SAUSAGE-C,174,175,183,15
0,base,sales_only,SAUSAGE-C,173,176,184,18
0,base,sales_only,SAUSAGE-C,175,176,184,18
0,base,sales_only,SAUSAGE-C,176,177,185,17
0,base,sales_only,SAUSAGE-C,177,178,186,22
0,base,sales_only,SAUSAGE-C,179,180,188,58
0,base,sales_only,SAUSAGE-C,178,181,189,38
0,base,sales_only,SAUSAGE-C,180,181,189,23
0,base,sales_only,SAUSAGE-C,181,182,190,24
0,base,sales_only,SAUSAGE-C,182,183,191,8
0,base,sales_only,SAUSAGE-C,184,185,193,48
0,base,sales_only,SAUSAGE-C,183,186,194,11
0,base,sales_only,SAUSAGE-C,185,186,194,16
0,base,sales_only,SAUSAGE-C,186,187,195,30
0,base,sales_only,SAUSAGE-C,187,188,196,50
0,base,sales_only,SAUSAGE-C,188,189,197,14
0,base,sales_only,SAUSAGE-C,189,190,198,22
0,base,sales_only,SAUSAGE-C,190,191,199,15
0,base,sales_only,SAUSAGE-C,191,192,200,16
0,base,sales_only,SAUSAGE-C,192,193,201,8
0,base,sales_only,SAUSAGE-C,193,194,202,30
0,base,sales_only,SAUSAGE-C,194,195,203,67
0,base,sales_only,SAUSAGE-C,195,196,204,33
0,base,sales_only,SAUSAGE-C,196,197,205,36
0,base,sales_only,SAUSAGE-C,197,198,206,28
0,base,sales_only,SAUSAGE-C,198,201,209,17
0,base,sales_only,SAUSAGE-C,200,201,209,40
0,base,sales_only,SAUSAGE-C,199,202,210,40
0,base,sales_only,SAUSAGE-C,201,202,210,38
0,base,sales_only,SAUSAGE-C,202,203,211,12
0,base,sales_only,SAUSAGE-C,203,206,214,17
0,base,sales_only,SAUSAGE-C,205,206,214,71
0,base,sales_only,SAUSAGE-C,204,207,215,28
0,base,sales_only,SAUSAGE-C,206,207,215,14
0,base,sales_only,SAUSAGE-C,207,208,216,30
0,base,sales_only,SAUSAGE-C,208,209,217,15
0,base,sales_only,SAUSAGE-C,209,210,218,16
0,base,sales_only,SAUSAGE-C,210,211,219,18
0,base,sales_only,SAUSAGE-C,211,212,220,23
0,base,sales_only,SAUSAGE-C,212,213,221,43
0,base,sales_only,SAUSAGE-C,213,214,222,40
0,base,sales_only,SAUSAGE-C,214,215,223,52
0,base,sales_only,SAUSAGE-C,215,216,224,23
0,base,sales_only,SAUSAGE-C,216,217,225,19
0,base,sales_only,SAUSAGE-C,217,218,226,15
0,base,sales_only,SAUSAGE-C,218,219,227,23
0,base,sales_only,SAUSAGE-C,220,221,229,26
0,base,sales_only,SAUSAGE-C,219,222,230,21
0,base,sales_only,SAUSAGE-C,221,222,230,34
0,base,sales_only,SAUSAGE-C,222,223,231,11
0,base,sales_only,SAUSAGE-C,224,225,233,10
0,base,sales_only,SAUSAGE-C,223,226,234,35
0,base,sales_only,SAUSAGE-C,225,226,234,21
0,base,sales_only,SAUSAGE-C,226,227,235,12
0,base,sales_only,SAUSAGE-C,227,228,236,53
0,base,sales_only,SAUSAGE-C,228,229,237,13
0,base,sales_only,SAUSAGE-C,230,231,239,20
0,base,sales_only,SAUSAGE-C,229,232,240,51
0,base,sales_only,SAUSAGE-C,232,233,241,26
0,base,sales_only,SAUSAGE-C,231,234,242,24
0,base,sales_only,SAUSAGE-C,233,234,242,11
0,base,sales_only,SAUSAGE-C,234,235,243,43
0,base,sales_only,SAUSAGE-C,235,236,244,27
0,base,sales_only,SAUSAGE-C,236,237,245,26
0,base,sales_only,SAUSAGE-C,237,238,246,9
0,base,sales_only,SAUSAGE-C,238,239,247,16
0,base,sales_only,SPECIAL-D,0,1,5,31
0,base,sales_only,SPECIAL-D,2,3,7,1
0,base,sales_only,SPECIAL-D,3,4,8,14
0,base,sales_only,SPECIAL-D,4,5,9,11
0,base,sales_only,SPECIAL-D,5,6,10,26
0,base,sales_only,SPECIAL-D,6,7,11,2
0,base,sales_only,SPECIAL-D,7,8,12,17
0,base,sales_only,SPECIAL-D,9,10,14,14
0,base,sales_only,SPECIAL-D,8,11,15,10
0,base,sales_only,SPECIAL-D,10,11,15,4
0,base,sales_only,SPECIAL-D,11,12,16,7
0,base,sales_only,SPECIAL-D,12,13,17,19
0,base,sales_only,SPECIAL-D,13,14,18,7
0,base,sales_only,SPECIAL-D,14,15,19,9
0,base,sales_only,SPECIAL-D,15,16,20,2
0,base,sales_only,SPECIAL-D,16,17,21,6
0,base,sales_only,SPECIAL-D,17,18,22,20
0,base,sales_only,SPECIAL-D,18,19,23,7
0,base,sales_only,SPECIAL-D,19,20,24,10
0,base,sales_only,SPECIAL-D,20,21,25,8
0,base,sales_only,SPECIAL-D,21,22,26,4
0,base,sales_only,SPECIAL-D,22,23,27,11
0,base,sales_only,SPECIAL-D,23,26,30,9
0,base,sales_only,SPECIAL-D,25,26,30,10
0,base,sales_only,SPECIAL-D,24,27,31,12
0,base,sales_only,SPECIAL-D,26,27,31,16
0,base,sales_only,SPECIAL-D,27,28,32,4
0,base,sales_only,SPECIAL-D,28,29,33,4
0,base,sales_only,SPECIAL-D,29,30,34,10
0,base,sales_only,SPECIAL-D,30,31,35,9
0,base,sales_only,SPECIAL-D,31,32,36,13
0,base,sales_only,SPECIAL-D,33,34,38,12
0,base,sales_only,SPECIAL-D,32,35,39,9
0,base,sales_only,SPECIAL-D,34,35,39,12
0,base,sales_only,SPECIAL-D,35,36,40,4
0,base,sales_only,SPECIAL-D,36,37,41,14
0,base,sales_only,SPECIAL-D,37,38,42,7
0,base,sales_only,SPECIAL-D,38,39,43,12
0,base,sales_only,SPECIAL-D,39,40,44,9
0,base,sales_only,SPECIAL-D,40,41,45,6
0,base,sales_only,SPECIAL-D,42,43,47,8
0,base,sales_only,SPECIAL-D,41,44,48,5
0,base,sales_only,SPECIAL-D,44,45,49,16
0,base,sales_only,SPECIAL-D,43,46,50,9
0,base,sales_only,SPECIAL-D,46,47,51,9
0,base,sales_only,SPECIAL-D,45,48,52,10
0,base,sales_only,SPECIAL-D,47,48,52,10
0,base,sales_only,SPECIAL-D,48,49,53,9
0,base,sales_only,SPECIAL-D,49,50,54,9
0,base,sales_only,SPECIAL-D,50,51,55,7
0,base,sales_only,SPECIAL-D,51,52,56,7
0,base,sales_only,SPECIAL-D,52,53,57,13
0,base,sales_only,SPECIAL-D,53,54,58,8
0,base,sales_only,SPECIAL-D,55,56,60,9
0,base,sales_only,SPECIAL-D,54,57,61,8
0,base,sales_only,SPECIAL-D,56,57,61,10
0,base,sales_only,SPECIAL-D,58,59,63,5
0,base,sales_only,SPECIAL-D,57,60,64,13
0,base,sales_only,SPECIAL-D,60,61,65,11
0,base,sales_only,SPECIAL-D,59,62,66,5
0,base,sales_only,SPECIAL-D,61,62,66,19
0,base,sales_only,SPECIAL-D,62,63,67,4
0,base,sales_only,SPECIAL-D,63,64,68,6
0,base,sales_only,SPECIAL-D,64,65,69,9
0,base,sales_only,SPECIAL-D,65,66,70,6
0,base,sales_only,SPECIAL-D,66,67,71,14
0,base,sales_only,SPECIAL-D,67,68,72,6
0,base,sales_only,SPECIAL-D,68,69,73,8
0,base,sales_only,SPECIAL-D,69,70,74,3
0,base,sales_only,SPECIAL-D,70,71,75,8
0,base,sales_only,SPECIAL-D,71,72,76,16
0,base,sales_only,SPECIAL-D,72,73,77,6
0,base,sales_only,SPECIAL-D,73,74,78,4
0,base,sales_only,SPECIAL-D,74,75,79,11
0,base,sales_only,SPECIAL-D,75,76,80,8
0,base,sales_only,SPECIAL-D,76,77,81,6
0,base,sales_only,SPECIAL-D,77,78,82,10
0,base,sales_only,SPECIAL-D,78,79,83,10
0,base,sales_only,SPECIAL-D,80,81,85,2
0,base,sales_only,SPECIAL-D,79,82,86,9
0,base,sales_only,SPECIAL-D,81,82,86,7
0,base,sales_only,SPECIAL-D,83,84,88,12
0,base,sales_only,SPECIAL-D,82,85,89,8
0,base,sales_only,SPECIAL-D,84,85,89,7
0,base,sales_only,SPECIAL-D,86,87,91,10
0,base,sales_only,SPECIAL-D,85,88,92,3
0,base,sales_only,SPECIAL-D,88,89,93,5
0,base,sales_only,SPECIAL-D,87,90,94,6
0,base,sales_only,SPECIAL-D,89,90,94,23
0,base,sales_only,SPECIAL-D,90,91,95,6
0,base,sales_only,SPECIAL-D,91,92,96,5
0,base,sales_only,SPECIAL-D,92,93,97,7
0,base,sales_only,SPECIAL-D,93,94,98,5
0,base,sales_only,SPECIAL-D,95,96,100,16
0,base,sales_only,SPECIAL-D,94,97,101,12
0,base,sales_only,SPECIAL-D,96,97,101,4
0,base,sales_only,SPECIAL-D,97,98,102,7
0,base,sales_only,SPECIAL-D,98,99,103,12
0,base,sales_only,SPECIAL-D,100,101,105,7
0,base,sales_only,SPECIAL-D,99,102,106,6
0,base,sales_only,SPECIAL-D,101,102,106,12
0,base,sales_only,SPECIAL-D,102,103,107,8
0,base,sales_only,SPECIAL-D,103,104,108,13
0,base,sales_only,SPECIAL-D,104,105,109,14
0,base,sales_only,SPECIAL-D,105,106,110,8
0,base,sales_only,SPECIAL-D,106,107,111,5
0,base,sales_only,SPECIAL-D,107,108,112,13
0,base,sales_only,SPECIAL-D,108,109,113,9
0,base,sales_only,SPECIAL-D,109,110,114,11
0,base,sales_only,SPECIAL-D,111,112,116,4
0,base,sales_only,SPECIAL-D,110,113,117,20
0,base,sales_only,SPECIAL-D,113,114,118,4
0,base,sales_only,SPECIAL-D,112,115,119,16
0,base,sales_only,SPECIAL-D,114,117,121,8
0,base,sales_only,SPECIAL-D,116,117,121,8
0,base,sales_only,SPECIAL-D,115,118,122,6
0,base,sales_only,SPECIAL-D,117,118,122,7
0,base,sales_only,SPECIAL-D,118,119,123,7
0,base,sales_only,SPECIAL-D,119,120,124,4
0,base,sales_only,SPECIAL-D,120,121,125,15
0,base,sales_only,SPECIAL-D,121,122,126,12
0,base,sales_only,SPECIAL-D,122,123,127,8
0,base,sales_only,SPECIAL-D,123,124,128,9
0,base,sales_only,SPECIAL-D,124,125,129,6
0,base,sales_only,SPECIAL-D,126,127,131,10
0,base,sales_only,SPECIAL-D,125,128,132,11
0,base,sales_only,SPECIAL-D,127,128,132,15
0,base,sales_only,SPECIAL-D,128,129,133,19
0,base,sales_only,SPECIAL-D,129,130,134,11
0,base,sales_only,SPECIAL-D,130,131,135,12
0,base,sales_only,SPECIAL-D,132,133,137,4
0,base,sales_only,SPECIAL-D,131,134,138,17
0,base,sales_only,SPECIAL-D,133,134,138,10
0,base,sales_only,SPECIAL-D,135,136,140,6
0,base,sales_only,SPECIAL-D,134,137,141,11
0,base,sales_only,SPECIAL-D,137,138,142,27
0,base,sales_only,SPECIAL-D,136,139,143,15
0,base,sales_only,SPECIAL-D,138,139,143,13
0,base,sales_only,SPECIAL-D,139,140,144,10
0,base,sales_only,SPECIAL-D,140,141,145,11
0,base,sales_only,SPECIAL-D,141,142,146,10
0,base,sales_only,SPECIAL-D,142,143,147,18
0,base,sales_only,SPECIAL-D,143,144,148,4
0,base,sales_only,SPECIAL-D,145,146,150,13
0,base,sales_only,SPECIAL-D,144,147,151,10
0,base,sales_only,SPECIAL-D,146,147,151,5
0,base,sales_only,SPECIAL-D,147,148,152,19
0,base,sales_only,SPECIAL-D,148,149,153,25
0,base,sales_only,SPECIAL-D,149,150,154,9
0,base,sales_only,SPECIAL-D,150,151,155,6
0,base,sales_only,SPECIAL-D,151,152,156,12
0,base,sales_only,SPECIAL-D,152,153,157,11
0,base,sales_only,SPECIAL-D,153,154,158,16
0,base,sales_only,SPECIAL-D,155,156,160,10
0,base,sales_only,SPECIAL-D,154,157,161,9
0,base,sales_only,SPECIAL-D,156,157,161,5
0,base,sales_only,SPECIAL-D,157,158,162,10
0,base,sales_only,SPECIAL-D,158,159,163,22
0,base,sales_only,SPECIAL-D,159,160,164,13
0,base,sales_only,SPECIAL-D,160,161,165,28
0,base,sales_only,SPECIAL-D,161,162,166,15
0,base,sales_only,SPECIAL-D,162,163,167,7
0,base,sales_only,SPECIAL-D,163,164,168,13
0,base,sales_only,SPECIAL-D,164,165,169,24
0,base,sales_only,SPECIAL-D,165,166,170,7
0,base,sales_only,SPECIAL-D,166,167,171,10
0,base,sales_only,SPECIAL-D,167,168,172,5
0,base,sales_only,SPECIAL-D,168,169,173,18
0,base,sales_only,SPECIAL-D,169,170,174,20
0,base,sales_only,SPECIAL-D,170,171,175,9
0,base,sales_only,SPECIAL-D,171,172,176,9
0,base,sales_only,SPECIAL-D,172,173,177,13
0,base,sales_only,SPECIAL-D,173,174,178,21
0,base,sales_only,SPECIAL-D,174,175,179,8
0,base,sales_only,SPECIAL-D,175,176,180,6
0,base,sales_only,SPECIAL-D,176,177,181,4
0,base,sales_only,SPECIAL-D,177,178,182,17
0,base,sales_only,SPECIAL-D,178,179,183,26
0,base,sales_only,SPECIAL-D,179,180,184,10
0,base,sales_only,SPECIAL-D,180,181,185,10
0,base,sales_only,SPECIAL-D,181,182,186,4
0,base,sales_only,SPECIAL-D,182,183,187,4
0,base,sales_only,SPECIAL-D,183,184,188,32
0,base,sales_only,SPECIAL-D,184,185,189,15
0,base,sales_only,SPECIAL-D,185,186,190,6
0,base,sales_only,SPECIAL-D,186,187,191,14
0,base,sales_only,SPECIAL-D,187,188,192,10
0,base,sales_only,SPECIAL-D,188,189,193,16
0,base,sales_only,SPECIAL-D,189,190,194,5
0,base,sales_only,SPECIAL-D,190,191,195,4
0,base,sales_only,SPECIAL-D,191,192,196,11
0,base,sales_only,SPECIAL-D,193,194,198,10
0,base,sales_only,SPECIAL-D,192,195,199,26
0,base,sales_only,SPECIAL-D,194,195,199,7
0,base,sales_only,SPECIAL-D,195,196,200,6
0,base,sales_only,SPECIAL-D,196,197,201,9
0,base,sales_only,SPECIAL-D,198,199,203,9
0,base,sales_only,SPECIAL-D,197,200,204,8
0,base,sales_only,SPECIAL-D,199,200,204,17
0,base,sales_only,SPECIAL-D,200,201,205,6
0,base,sales_only,SPECIAL-D,202,203,207,3
0,base,sales_only,SPECIAL-D,201,204,208,11
0,base,sales_only,SPECIAL-D,203,204,208,8
0,base,sales_only,SPECIAL-D,204,205,209,25
0,base,sales_only,SPECIAL-D,205,206,210,11
0,base,sales_only,SPECIAL-D,206,207,211,7
0,base,sales_only,SPECIAL-D,207,208,212,16
0,base,sales_only,SPECIAL-D,208,209,213,10
0,base,sales_only,SPECIAL-D,210,211,215,7
0,base,sales_only,SPECIAL-D,209,212,216,8
0,base,sales_only,SPECIAL-D,211,212,216,6
0,base,sales_only,SPECIAL-D,212,213,217,20
0,base,sales_only,SPECIAL-D,214,215,219,10
0,base,sales_only,SPECIAL-D,213,216,220,11
0,base,sales_only,SPECIAL-D,215,216,220,16
0,base,sales_only,SPECIAL-D,217,218,222,30
0,base,sales_only,SPECIAL-D,216,219,223,7
0,base,sales_only,SPECIAL-D,218,219,223,4
0,base,sales_only,SPECIAL-D,219,220,224,9
0,base,sales_only,SPECIAL-D,220,221,225,15
0,base,sales_only,SPECIAL-D,221,222,226,11
0,base,sales_only,SPECIAL-D,222,223,227,13
0,base,sales_only,SPECIAL-D,223,224,228,10
0,base,sales_only,SPECIAL-D,224,225,229,10
0,base,sales_only,SPECIAL-D,225,226,230,8
0,base,sales_only,SPECIAL-D,226,227,231,11
0,base,sales_only,SPECIAL-D,227,228,232,14
0,base,sales_only,SPECIAL-D,228,229,233,17
0,base,sales_only,SPECIAL-D,229,230,234,13
0,base,sales_only,SPECIAL-D,231,232,236,13
0,base,sales_only,SPECIAL-D,230,233,237,8
0,base,sales_only,SPECIAL-D,232,233,237,5
0,base,sales_only,SPECIAL-D,234,235,239,18
0,base,sales_only,SPECIAL-D,233,236,240,12
0,base,sales_only,SPECIAL-D,236,237,241,8
0,base,sales_only,SPECIAL-D,235,238,242,3
0,base,sales_only,SPECIAL-D,237,238,242,7
0,base,sales_only,SPECIAL-D,238,239,243,15
0,base,half_logged,BEEF-A,1,2,8,144
0,base,half_logged,BEEF-A,0,3,9,130
0,base,half_logged,BEEF-A,2,5,11,2
0,base,half_logged,BEEF-A,4,5,11,53
0,base,half_logged,BEEF-A,3,6,12,33
0,base,half_logged,BEEF-A,5,6,12,15
0,base,half_logged,BEEF-A,7,8,14,34
0,base,half_logged,BEEF-A,6,9,15,27
0,base,half_logged,BEEF-A,8,9,15,18
0,base,half_logged,BEEF-A,9,10,16,26
0,base,half_logged,BEEF-A,10,11,17,14
0,base,half_logged,BEEF-A,11,12,18,56
0,base,half_logged,BEEF-A,12,13,19,45
0,base,half_logged,BEEF-A,13,14,20,55
0,base,half_logged,BEEF-A,15,16,22,11
0,base,half_logged,BEEF-A,14,17,23,30
0,base,half_logged,BEEF-A,16,17,23,68
0,base,half_logged,BEEF-A,17,18,24,26
0,base,half_logged,BEEF-A,18,19,25,76
0,base,half_logged,BEEF-A,19,20,26,67
0,base,half_logged,BEEF-A,20,21,27,22
0,base,half_logged,BEEF-A,21,22,28,48
0,base,half_logged,BEEF-A,22,23,29,40
0,base,half_logged,BEEF-A,24,25,31,27
0,base,half_logged,BEEF-A,23,26,32,37
0,base,half_logged,BEEF-A,25,26,32,54
0,base,half_logged,BEEF-A,27,28,34,34
0,base,half_logged,BEEF-A,26,29,35,37
0,base,half_logged,BEEF-A,28,29,35,50
0,base,half_logged,BEEF-A,29,30,36,23
0,base,half_logged,BEEF-A,30,31,37,31
0,base,half_logged,BEEF-A,31,32,38,32
0,base,half_logged,BEEF-A,32,33,39,31
0,base,half_logged,BEEF-A,33,34,40,60
0,base,half_logged,BEEF-A,34,35,41,39
0,base,half_logged,BEEF-A,36,37,43,27
0,base,half_logged,BEEF-A,35,38,44,16
0,base,half_logged,BEEF-A,37,38,44,22
0,base,half_logged,BEEF-A,39,40,46,31
0,base,half_logged,BEEF-A,38,41,47,60
0,base,half_logged,BEEF-A,40,41,47,57
0,base,half_logged,BEEF-A,41,42,48,41
0,base,half_logged,BEEF-A,42,43,49,47
0,base,half_logged,BEEF-A,44,45,51,50
0,base,half_logged,BEEF-A,43,46,52,53
0,base,half_logged,BEEF-A,46,47,53,42
0,base,half_logged,BEEF-A,45,48,54,58
0,base,half_logged,BEEF-A,47,48,54,113
0,base,half_logged,BEEF-A,48,49,55,20
0,base,half_logged,BEEF-A,50,51,57,43
0,base,half_logged,BEEF-A,49,52,58,50
0,base,half_logged,BEEF-A,51,52,58,34
0,base,half_logged,BEEF-A,53,54,60,48
0,base,half_logged,BEEF-A,52,55,61,50
0,base,half_logged,BEEF-A,54,55,61,31
0,base,half_logged,BEEF-A,55,56,62,29
0,base,half_logged,BEEF-A,56,57,63,47
0,base,half_logged,BEEF-A,57,58,64,49
0,base,half_logged,BEEF-A,58,59,65,23
0,base,half_logged,BEEF-A,59,60,66,39
0,base,half_logged,BEEF-A,60,61,67,56
0,base,half_logged,BEEF-A,61,62,68,52
0,base,half_logged,BEEF-A,63,64,70,43
0,base,half_logged,BEEF-A,62,65,71,23
0,base,half_logged,BEEF-A,64,65,71,26
0,base,half_logged,BEEF-A,65,66,72,43
0,base,half_logged,BEEF-A,66,67,73,28
0,base,half_logged,BEEF-A,67,68,74,45
0,base,half_logged,BEEF-A,68,69,75,45
0,base,half_logged,BEEF-A,69,70,76,13
0,base,half_logged,BEEF-A,70,71,77,49
0,base,half_logged,BEEF-A,71,72,78,50
0,base,half_logged,BEEF-A,72,73,79,69
0,base,half_logged,BEEF-A,73,74,80,34
0,base,half_logged,BEEF-A,74,75,81,36
0,base,half_logged,BEEF-A,75,76,82,49
0,base,half_logged,BEEF-A,76,77,83,50
0,base,half_logged,BEEF-A,77,78,84,29
0,base,half_logged,BEEF-A,78,79,85,25
0,base,half_logged,BEEF-A,79,80,86,59
0,base,half_logged,BEEF-A,80,81,87,86
0,base,half_logged,BEEF-A,81,82,88,22
0,base,half_logged,BEEF-A,82,83,89,37
0,base,half_logged,BEEF-A,83,84,90,37
0,base,half_logged,BEEF-A,84,85,91,68
0,base,half_logged,BEEF-A,85,86,92,27
0,base,half_logged,BEEF-A,86,87,93,43
0,base,half_logged,BEEF-A,87,88,94,56
0,base,half_logged,BEEF-A,89,90,96,47
0,base,half_logged,BEEF-A,88,91,97,49
0,base,half_logged,BEEF-A,90,91,97,18
0,base,half_logged,BEEF-A,91,92,98,35
0,base,half_logged,BEEF-A,92,93,99,62
0,base,half_logged,BEEF-A,94,95,101,47
0,base,half_logged,BEEF-A,93,96,102,44
0,base,half_logged,BEEF-A,96,97,103,58
0,base,half_logged,BEEF-A,95,98,104,41
0,base,half_logged,BEEF-A,97,98,104,16
0,base,half_logged,BEEF-A,98,99,105,26
0,base,half_logged,BEEF-A,99,100,106,22
0,base,half_logged,BEEF-A,100,101,107,116
0,base,half_logged,BEEF-A,101,102,108,47
0,base,half_logged,BEEF-A,102,103,109,56
0,base,half_logged,BEEF-A,103,104,110,63
0,base,half_logged,BEEF-A,104,105,111,13
0,base,half_logged,BEEF-A,105,106,112,22
0,base,half_logged,BEEF-A,106,107,113,62
0,base,half_logged,BEEF-A,107,108,114,26
0,base,half_logged,BEEF-A,109,110,116,29
0,base,half_logged,BEEF-A,108,111,117,78
0,base,half_logged,BEEF-A,110,111,117,49
0,base,half_logged,BEEF-A,111,112,118,27
0,base,half_logged,BEEF-A,113,114,120,15
0,base,half_logged,BEEF-A,112,115,121,63
0,base,half_logged,BEEF-A,114,115,121,38
0,base,half_logged,BEEF-A,115,116,122,34
0,base,half_logged,BEEF-A,117,118,124,98
0,base,half_logged,BEEF-A,116,119,125,75
0,base,half_logged,BEEF-A,118,119,125,36
0,base,half_logged,BEEF-A,119,120,126,27
0,base,half_logged,BEEF-A,120,121,127,36
0,base,half_logged,BEEF-A,121,122,128,82
0,base,half_logged,BEEF-A,123,124,130,90
0,base,half_logged,BEEF-A,122,125,131,48
0,base,half_logged,BEEF-A,124,125,131,86
0,base,half_logged,BEEF-A,125,126,132,27
0,base,half_logged,BEEF-A,126,127,133,163
0,base,half_logged,BEEF-A,127,128,134,41
0,base,half_logged,BEEF-A,128,129,135,21
0,base,half_logged,BEEF-A,129,130,136,63
0,base,half_logged,BEEF-A,130,131,137,83
0,base,half_logged,BEEF-A,131,132,138,45
0,base,half_logged,BEEF-A,132,133,139,36
0,base,half_logged,BEEF-A,133,134,140,37
0,base,half_logged,BEEF-A,134,135,141,22
0,base,half_logged,BEEF-A,135,136,142,66
0,base,half_logged,BEEF-A,136,137,143,69
0,base,half_logged,BEEF-A,137,138,144,130
0,base,half_logged,BEEF-A,139,140,146,121
0,base,half_logged,BEEF-A,138,141,147,103
