scenario,seed,policy,requested_kg,sold_kg,unfilled_kg,fill_rate_pct,expired_kg,supply_kg,waste_rate_pct,closing_kg,average_closing_kg,revenue_kes,modelled_contribution_kes
shorter_life,14,half_logged,25512,25122,390,98.47130761994356,3890,29466,13.201656146066654,454,335.3,12883030,2011076.8
shorter_life,14,all_logged,25512,25143,369,98.55362182502351,4031,29631,13.603995815193548,457,339.0833333333333,12893770,1957062.0
shorter_life,15,sales_only,24726,24323,403,98.3701366982124,4078,28762,14.178429872748765,361,325.6333333333333,12474760,1870198.8
shorter_life,15,half_logged,24726,24328,398,98.39035832726684,4238,28928,14.65016592920354,362,328.68888888888887,12477740,1812198.8
shorter_life,15,all_logged,24726,24326,400,98.38226967564508,4407,29097,15.14589132900299,364,331.85,12475680,1749103.6
shorter_life,16,sales_only,24542,24212,330,98.65536631081412,4091,28728,14.240462266778056,425,321.3833333333333,12360600,1834670.8
shorter_life,16,half_logged,24542,24219,323,98.68388884361502,4226,28870,14.638032559750606,425,323.93333333333334,12365950,1776103.6
shorter_life,16,all_logged,24542,24224,318,98.70426208132997,4346,28995,14.988791170891533,425,326.4611111111111,12369550,1725149.6
shorter_life,17,sales_only,25565,25295,270,98.94386857031097,4252,29965,14.189888202903388,418,340.1611111111111,12950940,1918586.8
shorter_life,17,half_logged,25565,25301,264,98.9673381576374,4373,30093,14.531618648855215,419,342.75555555555553,12954950,1863173.2
shorter_life,17,all_logged,25565,25298,267,98.95560336397418,4498,30216,14.886153031506486,420,345.19444444444446,12953100,1804532.0
shorter_life,18,sales_only,25086,24831,255,98.9834967711074,4268,29494,14.470739811487082,395,335.45,12751050,1837575.2
shorter_life,18,half_logged,25086,24835,251,98.9994419197959,4381,29613,14.794178232533008,397,337.6,12753000,1794865.6
shorter_life,18,all_logged,25086,24834,252,98.99545563262377,4511,29746,15.165064210313991,401,339.77777777777777,12751970,1741642.0
shorter_life,19,sales_only,23969,23775,194,99.19062121907464,4083,28310,14.422465559872837,452,320.1166666666667,12153590,1767223.2
shorter_life,19,half_logged,23969,23777,192,99.1989653302182,4158,28387,14.647549934829323,452,321.65555555555557,12154100,1731081.6
shorter_life,19,all_logged,23969,23784,185,99.22816971922066,4243,28479,14.898697285719303,452,323.1611111111111,12157280,1690554.8
less_reliable_supply,0,sales_only,24399,24093,306,98.74585023976393,248,24644,1.0063301412108423,303,286.3777777777778,12343370,3288661.6
less_reliable_supply,0,half_logged,24399,24106,293,98.79913111193082,254,24665,1.029799310764241,305,289.0,12350480,3287734.0
less_reliable_supply,0,all_logged,24399,24119,280,98.85241198409771,262,24688,1.0612443292287752,307,291.56111111111113,12357850,3285965.2
less_reliable_supply,1,sales_only,24392,24210,182,99.25385372253197,123,24655,0.4988846075846684,322,285.02222222222224,12325460,3328976.8
less_reliable_supply,1,half_logged,24392,24214,178,99.27025254181699,129,24666,0.5229871077596692,323,286.72777777777776,12327760,3326491.2
less_reliable_supply,1,all_logged,24392,24216,176,99.2784519514595,134,24674,0.5430817864959067,324,288.4555555555556,12328930,3324012.4
less_reliable_supply,2,sales_only,25458,25007,451,98.22845470971797,228,25625,0.8897560975609756,390,296.9277777777778,12858870,3443712.4
less_reliable_supply,2,half_logged,25458,25048,410,98.38950428156178,246,25685,0.957757445980144,391,302.3611111111111,12878920,3441460.0
less_reliable_supply,2,all_logged,25458,25094,364,98.57019404509388,265,25750,1.029126213592233,391,306.74444444444447,12900880,3438568.8
less_reliable_supply,3,sales_only,23865,23362,503,97.89231091556672,177,23853,0.7420450257829204,314,276.53333333333336,11961170,3204819.2
less_reliable_supply,3,half_logged,23865,23391,474,98.01382778126964,181,23888,0.7577026121902211,316,282.6111111111111,11976620,3206334.0
less_reliable_supply,3,all_logged,23865,23413,452,98.10601298973393,193,23923,0.806755005643105,317,288.3777777777778,11987900,3202543.6
less_reliable_supply,4,sales_only,24551,24175,376,98.46849415502423,266,24810,1.0721483272873842,369,296.22777777777776,12416920,3296573.2
less_reliable_supply,4,half_logged,24551,24183,368,98.5010793857684,284,24841,1.1432712048629283,374,300.0777777777778,12421620,3288638.8
less_reliable_supply,4,all_logged,24551,24190,361,98.52959146266954,306,24874,1.2302002090536304,378,303.52777777777777,12425860,3278632.0
less_reliable_supply,5,sales_only,25540,24927,613,97.59984338292874,173,25489,0.6787241555180666,389,292.5722222222222,12802940,3436159.6
less_reliable_supply,5,half_logged,25540,24958,582,97.72122161315583,181,25535,0.7088310162522029,396,299.0444444444444,12818010,3437137.6
less_reliable_supply,5,all_logged,25540,24984,556,97.82302270947534,198,25583,0.7739514521361842,401,304.6722222222222,12830550,3434077.2
less_reliable_supply,6,sales_only,24478,24010,468,98.08807909142904,157,24472,0.6415495259888853,305,265.26666666666665,12296720,3318191.6
less_reliable_supply,6,half_logged,24478,24020,458,98.12893210229593,180,24505,0.7345439706182412,305,270.10555555555555,12301560,3306764.8
less_reliable_supply,6,all_logged,24478,24032,446,98.17795571533622,201,24538,0.8191376640312984,305,274.9888888888889,12308420,3296831.6
less_reliable_supply,7,sales_only,25623,25218,405,98.41938883034773,305,25828,1.1808889577203034,305,296.6722222222222,12909000,3434609.2
less_reliable_supply,7,half_logged,25623,25233,390,98.4779299847793,315,25859,1.218144553153641,311,301.1,12917460,3432331.6
less_reliable_supply,7,all_logged,25623,25243,380,98.516957421067,328,25888,1.2669962917181705,317,305.1388888888889,12922660,3427590.0
less_reliable_supply,8,sales_only,25054,24726,328,98.69082781192624,381,25304,1.5056907998735378,197,289.89444444444445,12664430,3339215.2
less_reliable_supply,8,half_logged,25054,24731,323,98.71078470503711,411,25350,1.621301775147929,208,292.7111111111111,12666680,3328759.6
less_reliable_supply,8,all_logged,25054,24737,317,98.73473297677018,442,25399,1.7402259931493367,220,295.5888888888889,12669650,3317495.2
less_reliable_supply,9,sales_only,24903,24492,411,98.34959643416455,207,25068,0.8257539492580181,369,275.71666666666664,12560720,3376226.8
less_reliable_supply,9,half_logged,24903,24502,401,98.3897522386861,226,25104,0.9002549394518802,376,280.3388888888889,12565000,3370211.2
less_reliable_supply,9,all_logged,24903,24506,397,98.40581456049472,254,25144,1.0101813553929366,384,284.93888888888887,12567360,3361258.8
less_reliable_supply,10,sales_only,23616,23269,347,98.53065718157181,253,23879,1.0595083546212154,357,262.4,11894800,3160954.4
less_reliable_supply,10,half_logged,23616,23278,338,98.56876693766938,265,23910,1.108322877457131,367,265.19444444444446,11900100,3156332.0
less_reliable_supply,10,all_logged,23616,23285,331,98.59840785907859,282,23940,1.1779448621553885,373,267.8777777777778,11904090,3148605.6
less_reliable_supply,11,sales_only,24125,23632,493,97.95647668393782,233,24094,0.9670457375280153,229,274.8277777777778,12071790,3236424.8
less_reliable_supply,11,half_logged,24125,23658,467,98.06424870466321,249,24138,1.0315684812329107,231,280.34444444444443,12085670,3233790.4
less_reliable_supply,11,all_logged,24125,23682,443,98.16373056994819,281,24197,1.1613009877257512,234,285.1611111111111,12098540,3223546.8
less_reliable_supply,12,sales_only,25580,25100,480,98.12353401094605,308,25852,1.1913971839702924,444,291.56111111111113,12867890,3413545.2
less_reliable_supply,12,half_logged,25580,25114,466,98.17826426896012,323,25888,1.247682323856613,451,296.7111111111111,12873670,3407723.6
less_reliable_supply,12,all_logged,25580,25127,453,98.22908522283034,338,25923,1.3038614357906106,458,301.3333333333333,12879040,3402398.0
less_reliable_supply,13,sales_only,25717,25356,361,98.59625928374227,187,25919,0.7214784521007755,376,294.3722222222222,13024720,3506370.4
less_reliable_supply,13,half_logged,25717,25358,359,98.60403624061905,215,25954,0.8283886876781998,381,297.4277777777778,13025460,3497550.4
less_reliable_supply,13,all_logged,25717,25365,352,98.63125558968775,247,25999,0.9500365398669179,387,300.7111111111111,13029980,3487297.6
less_reliable_supply,14,sales_only,25512,25061,451,98.23220445280653,281,25767,1.0905421663367874,425,289.5722222222222,12856600,3419551.6
less_reliable_supply,14,half_logged,25512,25084,428,98.32235810598934,317,25826,1.2274452102532332,425,294.77777777777777,12867470,3406062.0
less_reliable_supply,14,all_logged,25512,25112,400,98.43211037942929,351,25887,1.3558929192258662,424,299.55555555555554,12882320,3393884.0
less_reliable_supply,15,sales_only,24726,24301,425,98.28116153037288,248,24918,0.9952644674532467,369,275.3722222222222,12460730,3336976.4
less_reliable_supply,15,half_logged,24726,24319,407,98.35395939496885,264,24958,1.0577770654699896,375,279.81111111111113,12469540,3332537.2
less_reliable_supply,15,all_logged,24726,24327,399,98.38631400145596,287,24993,1.148321530028408,379,284.0833333333333,12473810,3325122.0
less_reliable_supply,16,sales_only,24542,24137,405,98.34976774509005,254,24864,1.0215572715572716,473,282.6611111111111,12329050,3288006.8
less_reliable_supply,16,half_logged,24542,24136,406,98.34569309754706,274,24891,1.1007994857579044,481,285.9,12329030,3279270.4
less_reliable_supply,16,all_logged,24542,24137,405,98.34976774509005,296,24920,1.187800963081862,487,289.2388888888889,12330450,3270259.6
less_reliable_supply,17,sales_only,25565,25218,347,98.64267553295521,245,25862,0.9473358595622922,399,291.8,12915170,3450470.8
less_reliable_supply,17,half_logged,25565,25231,334,98.6935263054958,257,25889,0.9926996021476303,401,295.5722222222222,12922310,3445937.6
less_reliable_supply,17,all_logged,25565,25244,321,98.74437707803638,273,25920,1.0532407407407407,403,299.1277777777778,12929590,3439755.6
less_reliable_supply,18,sales_only,25086,24908,178,99.29044088336124,198,25503,0.7763792495000588,397,295.25,12788090,3430424.0
less_reliable_supply,18,half_logged,25086,24910,176,99.2984134577055,210,25520,0.822884012539185,400,297.2388888888889,12788600,3425777.6
less_reliable_supply,18,all_logged,25086,24914,172,99.31435860639401,223,25538,0.8732085519617825,401,299.35,12791040,3421223.6
less_reliable_supply,19,sales_only,23969,23565,404,98.3144895490008,212,24190,0.8763952046300124,413,266.9,12050000,3230626.4
less_reliable_supply,19,half_logged,23969,23591,378,98.42296299386707,223,24231,0.9203086954727415,417,271.25555555555553,12064790,3228129.2
less_reliable_supply,19,all_logged,23969,23615,354,98.52309232758981,234,24269,0.9641930034200008,420,275.19444444444446,12078220,3225602.0
