line_id,order_id,order_date,customer_id,product_id,salesperson_id,quantity,unit_price,discount_pct,gross_sales,net_sales,cogs,gross_profit
L0003597,O001835,2024-07-17,C024,P019,S05,30,157.82,0.1002,4734.6,4260.41,3305.4,955.01
L0003598,O001836,2024-07-08,C035,P015,S07,2,160.17,0.0138,320.34,315.91,224.12,91.79
L0003599,O001836,2024-07-08,C035,P042,S07,4,559.21,0.0029,2236.84,2230.44,1324.8,905.64
L0003600,O001836,2024-07-08,C035,P031,S07,4,644.45,0.029,2577.8,2503.03,1948.8,554.23
L0003601,O001837,2024-08-18,C161,P043,S03,7,429.58,0.0408,3007.06,2884.52,2025.8,858.72
L0003602,O001837,2024-08-18,C161,P057,S03,7,240.19,0.0235,1681.33,1641.9,1455.51,186.39
L0003603,O001838,2024-08-26,C114,P021,S09,19,141.59,0.075,2690.21,2488.38,2032.24,456.14
L0003604,O001838,2024-08-26,C114,P013,S09,19,174.44,0.0432,3314.36,3171.24,2407.3,763.94
L0003605,O001839,2024-08-27,C116,P005,S06,6,133.29,0.0127,799.74,789.55,637.38,152.17
L0003606,O001839,2024-08-27,C116,P023,S06,4,60.37,0.0158,241.48,237.67,177.92,59.75
L0003607,O001840,2024-08-20,C161,P053,S02,6,165.38,0.0127,992.28,979.72,822.3,157.42
L0003608,O001841,2024-08-07,C135,P002,S10,23,111.25,0.0709,2558.75,2377.21,1989.96,387.25
L0003609,O001841,2024-08-07,C135,P044,S10,33,848.28,0.0869,27993.24,25560.54,17883.69,7676.85
L0003610,O001841,2024-08-07,C135,P031,S10,45,644.45,0.1005,29000.25,26086.76,21924.0,4162.76
L0003611,O001842,2024-08-21,C086,P057,S03,23,240.19,0.0806,5524.37,5079.13,4782.39,296.74
L0003612,O001843,2024-08-18,C134,P051,S09,12,83.67,0.0375,1004.04,966.42,825.72,140.7
L0003613,O001843,2024-08-18,C134,P049,S09,24,398.76,0.0184,9570.24,9394.15,8016.72,1377.43
L0003614,O001843,2024-08-18,C134,P007,S09,8,73.98,0.0469,591.84,564.06,461.68,102.38
L0003615,O001844,2024-08-31,C153,P004,S08,3,203.83,0.0342,611.49,590.56,483.87,106.69
L0003616,O001844,2024-08-31,C153,P030,S08,4,206.6,0.0372,826.4,795.69,646.28,149.41
L0003617,O001844,2024-08-31,C153,P038,S08,4,608.81,0.0202,2435.24,2386.0,1589.04,796.96
L0003618,O001845,2024-08-28,C112,P030,S11,13,206.6,0.058,2685.8,2530.12,2100.41,429.71
L0003619,O001845,2024-08-28,C112,P059,S11,24,175.5,0.0886,4212.0,3838.83,3491.28,347.55
L0003620,O001846,2024-08-28,C058,P045,S04,9,213.64,0.029,1922.76,1866.94,1335.06,531.88
L0003621,O001847,2024-08-15,C061,P054,S08,17,115.7,0.0402,1966.9,1887.91,1662.43,225.48
L0003622,O001847,2024-08-15,C061,P052,S08,7,298.15,0.0548,2087.05,1972.65,1746.92,225.73
L0003623,O001847,2024-08-15,C061,P043,S08,6,429.58,0.0254,2577.48,2511.91,1736.4,775.51
L0003624,O001848,2024-08-08,C133,P018,S02,10,99.21,0.0501,992.1,942.37,699.2,243.17
L0003625,O001848,2024-08-08,C133,P017,S02,18,119.71,0.0752,2154.78,1992.73,1427.94,564.79
L0003626,O001849,2024-08-10,C124,P045,S01,33,213.64,0.0732,7050.12,6534.21,4895.22,1638.99
L0003627,O001849,2024-08-10,C124,P007,S01,25,73.98,0.066,1849.5,1727.42,1442.75,284.67
L0003628,O001850,2024-08-27,C137,P038,S08,42,608.81,0.0928,25570.02,23195.98,16684.92,6511.06
L0003629,O001850,2024-08-27,C137,P041,S08,23,542.96,0.0815,12488.08,11470.92,8347.85,3123.07
L0003630,O001850,2024-08-27,C137,P029,S08,28,210.7,0.0691,5899.6,5491.76,4407.48,1084.28
L0003631,O001851,2024-08-17,C075,P031,S11,34,644.45,0.0777,21911.3,20209.29,16564.8,3644.49
L0003632,O001851,2024-08-17,C075,P037,S11,24,763.46,0.0559,18323.04,17299.01,12134.16,5164.85
L0003633,O001852,2024-08-01,C017,P009,S02,7,103.07,0.0258,721.49,702.91,534.66,168.25
L0003634,O001853,2024-08-07,C031,P032,S09,3,415.18,0.0108,1245.54,1232.13,936.06,296.07
L0003635,O001853,2024-08-07,C031,P024,S09,7,63.13,0.0328,441.91,427.43,323.54,103.89
L0003636,O001854,2024-08-04,C131,P050,S02,5,390.75,0.0553,1953.75,1845.69,1584.75,260.94
L0003637,O001854,2024-08-04,C131,P048,S02,5,194.47,0.0606,972.35,913.45,636.1,277.35
L0003638,O001854,2024-08-04,C131,P014,S02,9,62.06,0.0367,558.54,538.06,419.13,118.93
L0003639,O001854,2024-08-04,C131,P046,S02,14,226.75,0.0337,3174.5,3067.37,1983.1,1084.27
L0003640,O001855,2024-08-18,C064,P002,S09,4,111.25,0.0411,445.0,426.7,346.08,80.62
L0003641,O001855,2024-08-18,C064,P030,S09,5,206.6,0.0248,1033.0,1007.4,807.85,199.55
L0003642,O001855,2024-08-18,C064,P059,S09,6,175.5,0.0325,1053.0,1018.8,872.82,145.98
L0003643,O001856,2024-08-21,C022,P048,S03,13,194.47,0.0135,2528.11,2494.07,1653.86,840.21
L0003644,O001856,2024-08-21,C022,P060,S03,7,274.87,0.0309,1924.09,1864.62,1669.64,194.98
L0003645,O001857,2024-08-18,C019,P019,S03,2,157.82,0.0343,315.64,304.8,220.36,84.44
L0003646,O001857,2024-08-18,C019,P058,S03,2,372.04,0.0098,744.08,736.77,602.98,133.79
L0003647,O001857,2024-08-18,C019,P007,S03,7,73.98,0.0079,517.86,513.75,403.97,109.78
L0003648,O001858,2024-08-26,C116,P009,S07,7,103.07,0.0179,721.49,708.55,534.66,173.89
L0003649,O001859,2024-08-05,C138,P041,S11,40,542.96,0.0678,21718.4,20245.85,14518.0,5727.85
L0003650,O001860,2024-08-27,C048,P013,S01,10,174.44,0.0356,1744.4,1682.26,1267.0,415.26
L0003651,O001860,2024-08-27,C048,P027,S01,13,261.5,0.0339,3399.5,3284.14,2469.22,814.92
L0003652,O001861,2024-08-03,C001,P048,S10,1,194.47,0.0415,194.47,186.4,127.22,59.18
L0003653,O001861,2024-08-03,C001,P026,S10,5,316.2,0.0208,1581.0,1548.08,1263.3,284.78
L0003654,O001861,2024-08-03,C001,P059,S10,2,175.5,0.0048,351.0,349.3,290.94,58.36
L0003655,O001861,2024-08-03,C001,P016,S10,2,154.93,0.0275,309.86,301.34,212.88,88.46
L0003656,O001862,2024-08-14,C125,P002,S05,23,111.25,0.0789,2558.75,2356.8,1989.96,366.84
L0003657,O001862,2024-08-14,C125,P007,S05,10,73.98,0.0823,739.8,678.93,577.1,101.83
L0003658,O001863,2024-08-20,C043,P055,S01,9,225.19,0.0519,2026.71,1921.59,1628.82,292.77
L0003659,O001864,2024-08-28,C102,P020,S02,37,162.02,0.0893,5994.74,5459.19,4209.86,1249.33
L0003660,O001864,2024-08-28,C102,P009,S02,10,103.07,0.0799,1030.7,948.33,763.8,184.53
L0003661,O001865,2024-08-13,C056,P051,S14,7,83.67,0.0629,585.69,548.87,481.67,67.2
L0003662,O001865,2024-08-13,C056,P049,S14,17,398.76,0.0862,6778.92,6194.56,5678.51,516.05
L0003663,O001866,2024-08-06,C164,P029,S01,8,210.7,0.0387,1685.6,1620.34,1259.28,361.06
L0003664,O001866,2024-08-06,C164,P025,S01,6,456.91,0.034,2741.46,2648.17,2148.0,500.17
L0003665,O001867,2024-08-06,C086,P047,S02,24,704.46,0.0606,16907.04,15881.88,10978.32,4903.56
L0003666,O001868,2024-08-29,C141,P012,S05,9,121.04,0.0427,1089.36,1042.88,854.55,188.33
L0003667,O001868,2024-08-29,C141,P035,S05,4,287.19,0.0248,1148.76,1120.26,911.24,209.02
L0003668,O001869,2024-08-13,C179,P031,S01,1,644.45,0.0464,644.45,614.57,487.2,127.37
L0003669,O001870,2024-08-05,C092,P045,S06,26,213.64,0.0491,5554.64,5282.04,3856.84,1425.2
L0003670,O001871,2024-08-11,C055,P045,S08,21,213.64,0.0733,4486.44,4157.64,3115.14,1042.5
L0003671,O001872,2024-08-16,C167,P033,S13,2,566.71,0.0223,1133.42,1108.19,841.46,266.73
L0003672,O001872,2024-08-16,C167,P013,S13,5,174.44,0.0278,872.2,847.97,633.5,214.47
L0003673,O001873,2024-08-10,C053,P005,S04,4,133.29,0.0178,533.16,523.65,424.92,98.73
L0003674,O001874,2024-08-04,C004,P005,S11,2,133.29,0.0234,266.58,260.34,212.46,47.88
L0003675,O001874,2024-08-04,C004,P036,S11,5,231.82,0.0194,1159.1,1136.6,841.15,295.45
L0003676,O001874,2024-08-04,C004,P030,S11,5,206.6,0.0279,1033.0,1004.15,807.85,196.3
L0003677,O001875,2024-08-27,C001,P053,S10,5,165.38,0.0334,826.9,799.25,685.25,114.0
L0003678,O001875,2024-08-27,C001,P038,S10,2,608.81,0.0537,1217.62,1152.2,794.52,357.68
L0003679,O001875,2024-08-27,C001,P043,S10,2,429.58,0.0582,859.16,809.18,578.8,230.38
L0003680,O001876,2024-08-23,C086,P021,S03,15,141.59,0.0416,2123.85,2035.47,1604.4,431.07
L0003681,O001877,2024-08-10,C040,P031,S04,17,644.45,0.0784,10955.65,10096.92,8282.4,1814.52
L0003682,O001877,2024-08-10,C040,P003,S04,39,180.47,0.0792,7038.33,6481.05,5154.24,1326.81
L0003683,O001878,2024-08-08,C053,P055,S04,6,225.19,0.0124,1351.14,1334.38,1085.88,248.5
L0003684,O001879,2024-08-04,C170,P003,S03,4,180.47,0.0372,721.88,695.05,528.64,166.41
L0003685,O001879,2024-08-04,C170,P055,S03,4,225.19,0.026,900.76,877.31,723.92,153.39
L0003686,O001880,2024-08-06,C133,P008,S02,10,167.48,0.0724,1674.8,1553.62,1248.6,305.02
L0003687,O001880,2024-08-06,C133,P051,S02,7,83.67,0.0604,585.69,550.34,481.67,68.67
L0003688,O001880,2024-08-06,C133,P014,S02,13,62.06,0.0552,806.78,762.21,605.41,156.8
L0003689,O001880,2024-08-06,C133,P011,S02,12,190.87,0.0611,2290.44,2150.38,1672.44,477.94
L0003690,O001881,2024-08-26,C002,P033,S12,23,566.71,0.0874,13034.33,11895.23,9676.79,2218.44
L0003691,O001882,2024-08-06,C014,P049,S09,5,398.76,0.008,1993.8,1977.91,1670.15,307.76
L0003692,O001883,2024-08-08,C071,P031,S07,5,644.45,0.0179,3222.25,3164.42,2436.0,728.42
L0003693,O001884,2024-08-27,C024,P025,S05,20,456.91,0.0804,9138.2,8403.28,7160.0,1243.28
L0003694,O001884,2024-08-27,C024,P026,S05,33,316.2,0.0672,10434.6,9733.0,8337.78,1395.22
L0003695,O001885,2024-08-06,C095,P033,S10,45,566.71,0.0857,25501.95,23316.02,18932.85,4383.17
L0003696,O001885,2024-08-06,C095,P004,S10,22,203.83,0.0833,4484.26,4110.56,3548.38,562.18
L0003697,O001885,2024-08-06,C095,P040,S10,22,335.42,0.04,7379.24,7084.07,4947.14,2136.93
L0003698,O001886,2024-08-09,C101,P043,S02,9,429.58,0.0585,3866.22,3640.16,2604.6,1035.56
L0003699,O001886,2024-08-09,C101,P015,S02,20,160.17,0.028,3203.4,3113.73,2241.2,872.53
L0003700,O001887,2024-08-29,C148,P048,S03,17,194.47,0.0761,3305.99,3054.28,2162.74,891.54
L0003701,O001887,2024-08-29,C148,P016,S03,14,154.93,0.08,2169.02,1995.59,1490.16,505.43
L0003702,O001887,2024-08-29,C148,P010,S03,45,191.41,0.0734,8613.45,7980.85,6885.0,1095.85
L0003703,O001888,2024-08-14,C051,P014,S08,39,62.06,0.0615,2420.34,2271.44,1816.23,455.21
L0003704,O001889,2024-08-14,C064,P007,S08,7,73.98,0.0208,517.86,507.11,403.97,103.14
L0003705,O001889,2024-08-14,C064,P026,S08,6,316.2,0.0264,1897.2,1847.1,1515.96,331.14
L0003706,O001890,2024-08-29,C140,P007,S03,5,73.98,0.0414,369.9,354.6,288.55,66.05
L0003707,O001891,2024-08-31,C129,P058,S06,11,372.04,0.0232,4092.44,3997.33,3316.39,680.94
L0003708,O001892,2024-08-08,C006,P031,S07,10,644.45,0.0301,6444.5,6250.22,4872.0,1378.22
L0003709,O001892,2024-08-08,C006,P009,S07,6,103.07,0.0183,618.42,607.08,458.28,148.8
L0003710,O001892,2024-08-08,C006,P025,S07,3,456.91,0.0206,1370.73,1342.51,1074.0,268.51
L0003711,O001893,2024-08-07,C031,P019,S08,6,157.82,0.0268,946.92,921.58,661.08,260.5
L0003712,O001893,2024-08-07,C031,P026,S08,4,316.2,0.0131,1264.8,1248.28,1010.64,237.64
L0003713,O001893,2024-08-07,C031,P051,S08,3,83.67,0.0285,251.01,243.85,206.43,37.42
L0003714,O001893,2024-08-07,C031,P013,S08,8,174.44,0.0187,1395.52,1369.39,1013.6,355.79
L0003715,O001894,2024-08-25,C104,P013,S01,5,174.44,0.0063,872.2,866.72,633.5,233.22
L0003716,O001894,2024-08-25,C104,P039,S01,6,790.18,0.0139,4741.08,4675.09,3057.72,1617.37
L0003717,O001894,2024-08-25,C104,P007,S01,1,73.98,0.0406,73.98,70.98,57.71,13.27
L0003718,O001895,2024-08-06,C165,P025,S02,17,456.91,0.0836,7767.47,7118.31,6086.0,1032.31
L0003719,O001895,2024-08-06,C165,P046,S02,28,226.75,0.0692,6349.0,5909.66,3966.2,1943.46
L0003720,O001896,2024-08-29,C141,P015,S04,6,160.17,0.0141,961.02,947.48,672.36,275.12
L0003721,O001897,2024-08-31,C100,P051,S06,13,83.67,0.0563,1087.71,1026.49,894.53,131.96
L0003722,O001898,2024-08-19,C009,P015,S12,3,160.17,0.0311,480.51,465.59,336.18,129.41
L0003723,O001899,2024-08-16,C171,P043,S02,9,429.58,0.0277,3866.22,3759.14,2604.6,1154.54
L0003724,O001899,2024-08-16,C171,P052,S02,10,298.15,0.0156,2981.5,2934.92,2495.6,439.32
L0003725,O001899,2024-08-16,C171,P014,S02,7,62.06,0.0293,434.42,421.71,325.99,95.72
L0003726,O001900,2024-08-14,C127,P017,S08,23,119.71,0.0668,2753.33,2569.54,1824.59,744.95
L0003727,O001901,2024-08-22,C169,P004,S01,6,203.83,0.0142,1222.98,1205.64,967.74,237.9
L0003728,O001901,2024-08-22,C169,P055,S01,2,225.19,0.0312,450.38,436.33,361.96,74.37
L0003729,O001901,2024-08-22,C169,P020,S01,3,162.02,0.0417,486.06,465.79,341.34,124.45
L0003730,O001902,2024-08-07,C067,P017,S11,4,119.71,0.0411,478.84,459.16,317.32,141.84
L0003731,O001903,2024-08-14,C016,P043,S03,5,429.58,0.0182,2147.9,2108.86,1447.0,661.86
L0003732,O001903,2024-08-14,C016,P007,S03,6,73.98,0.0206,443.88,434.75,346.26,88.49
L0003733,O001904,2024-08-11,C124,P057,S01,23,240.19,0.0874,5524.37,5041.61,4782.39,259.22
L0003734,O001904,2024-08-11,C124,P006,S01,26,102.8,0.0891,2672.8,2434.68,2003.04,431.64
L0003735,O001904,2024-08-11,C124,P051,S01,51,83.67,0.0767,4267.17,3939.94,3509.31,430.63
L0003736,O001905,2024-08-03,C031,P030,S08,5,206.6,0.0201,1033.0,1012.21,807.85,204.36
L0003737,O001905,2024-08-03,C031,P055,S08,5,225.19,0.0273,1125.95,1095.19,904.9,190.29
L0003738,O001905,2024-08-03,C031,P041,S08,11,542.96,0.0088,5972.56,5920.29,3992.45,1927.84
L0003739,O001906,2024-08-17,C095,P056,S11,83,360.27,0.0916,29902.41,27162.91,25684.35,1478.56
L0003740,O001906,2024-08-17,C095,P028,S11,31,463.46,0.079,14367.26,13232.39,10906.11,2326.28
L0003741,O001907,2024-08-26,C148,P042,S02,11,559.21,0.0684,6151.31,5730.45,3643.2,2087.25
L0003742,O001908,2024-08-08,C022,P004,S02,4,203.83,0.0217,815.32,797.66,645.16,152.5
L0003743,O001909,2024-08-31,C170,P027,S01,4,261.5,0.0303,1046.0,1014.34,759.76,254.58
L0003744,O001909,2024-08-31,C170,P036,S01,8,231.82,0.0342,1854.56,1791.13,1345.84,445.29
L0003745,O001910,2024-08-10,C020,P024,S04,9,63.13,0.0823,568.17,521.43,415.98,105.45
L0003746,O001911,2024-08-19,C139,P018,S03,14,99.21,0.0525,1388.94,1316.06,978.88,337.18
L0003747,O001911,2024-08-19,C139,P034,S03,10,241.4,0.011,2414.0,2387.4,1971.7,415.7
L0003748,O001912,2024-08-20,C057,P007,S06,28,73.98,0.0736,2071.44,1919.04,1615.88,303.16
L0003749,O001913,2024-08-24,C088,P043,S09,5,429.58,0.0268,2147.9,2090.38,1447.0,643.38
L0003750,O001913,2024-08-24,C088,P059,S09,5,175.5,0.0151,877.5,864.25,727.35,136.9
L0003751,O001914,2024-08-15,C040,P049,S05,20,398.76,0.0736,7975.2,7388.06,6680.6,707.46
L0003752,O001914,2024-08-15,C040,P042,S05,22,559.21,0.0994,12302.62,11079.93,7286.4,3793.53
L0003753,O001915,2024-08-03,C076,P015,S05,7,160.17,0.0184,1121.19,1100.61,784.42,316.19
L0003754,O001916,2024-08-02,C180,P007,S07,36,73.98,0.0786,2663.28,2453.94,2077.56,376.38
L0003755,O001916,2024-08-02,C180,P057,S07,30,240.19,0.0966,7205.7,6509.54,6237.9,271.64
L0003756,O001916,2024-08-02,C180,P001,S07,14,165.91,0.0734,2322.74,2152.24,1852.34,299.9
L0003757,O001917,2024-08-06,C050,P056,S08,7,360.27,0.027,2521.89,2453.88,2166.15,287.73
L0003758,O001918,2024-08-06,C045,P035,S04,18,287.19,0.0901,5169.42,4703.74,4100.58,603.16
L0003759,O001919,2024-08-05,C135,P039,S10,28,790.18,0.0803,22125.04,20348.84,14269.36,6079.48
L0003760,O001920,2024-08-24,C142,P052,S07,3,298.15,0.025,894.45,872.05,748.68,123.37
L0003761,O001920,2024-08-24,C142,P008,S07,4,167.48,0.0274,669.92,651.55,499.44,152.11
L0003762,O001921,2024-08-05,C043,P009,S03,11,103.07,0.0322,1133.77,1097.21,840.18,257.03
L0003763,O001921,2024-08-05,C043,P060,S03,19,274.87,0.0597,5222.53,4910.56,4531.88,378.68
L0003764,O001922,2024-08-02,C154,P002,S09,11,111.25,0.0609,1223.75,1149.26,951.72,197.54
L0003765,O001922,2024-08-02,C154,P009,S09,14,103.07,0.0549,1442.98,1363.73,1069.32,294.41
L0003766,O001923,2024-08-26,C131,P017,S01,10,119.71,0.0626,1197.1,1122.21,793.3,328.91
L0003767,O001923,2024-08-26,C131,P019,S01,19,157.82,0.0379,2998.58,2884.86,2093.42,791.44
L0003768,O001923,2024-08-26,C131,P031,S01,16,644.45,0.0427,10311.2,9871.21,7795.2,2076.01
L0003769,O001923,2024-08-26,C131,P036,S01,18,231.82,0.0298,4172.76,4048.26,3028.14,1020.12
L0003770,O001924,2024-08-16,C144,P015,S12,14,160.17,0.0583,2242.38,2111.7,1568.84,542.86
L0003771,O001924,2024-08-16,C144,P030,S12,13,206.6,0.0525,2685.8,2544.84,2100.41,444.43
L0003772,O001925,2024-08-29,C114,P058,S09,15,372.04,0.0501,5580.6,5301.22,4522.35,778.87
L0003773,O001925,2024-08-29,C114,P016,S09,14,154.93,0.0601,2169.02,2038.65,1490.16,548.49
L0003774,O001925,2024-08-29,C114,P053,S09,17,165.38,0.0749,2811.46,2600.93,2329.85,271.08
L0003775,O001925,2024-08-29,C114,P047,S09,22,704.46,0.0851,15498.12,14179.44,10063.46,4115.98
L0003776,O001926,2024-08-06,C148,P027,S03,20,261.5,0.0676,5230.0,4876.2,3798.8,1077.4
L0003777,O001927,2024-08-21,C013,P058,S03,12,372.04,0.073,4464.48,4138.55,3617.88,520.67
L0003778,O001928,2024-08-03,C013,P030,S02,16,206.6,0.0744,3305.6,3059.52,2585.12,474.4
L0003779,O001929,2024-08-09,C096,P006,S02,15,102.8,0.0862,1542.0,1409.11,1155.6,253.51
L0003780,O001929,2024-08-09,C096,P026,S02,25,316.2,0.0694,7905.0,7356.15,6316.5,1039.65
L0003781,O001929,2024-08-09,C096,P021,S02,17,141.59,0.0671,2407.03,2245.44,1818.32,427.12
L0003782,O001930,2024-08-24,C103,P041,S03,8,542.96,0.0244,4343.68,4237.68,2903.6,1334.08
L0003783,O001930,2024-08-24,C103,P040,S03,3,335.42,0,1006.26,1006.26,674.61,331.65
L0003784,O001931,2024-08-11,C003,P012,S03,9,121.04,0.0452,1089.36,1040.14,854.55,185.59
L0003785,O001932,2024-08-09,C045,P001,S04,31,165.91,0.069,5143.21,4788.2,4101.61,686.59
L0003786,O001933,2024-08-04,C085,P056,S05,21,360.27,0.0768,7565.67,6984.92,6498.45,486.47
L0003787,O001934,2024-08-18,C087,P055,S09,10,225.19,0.0328,2251.9,2178.07,1809.8,368.27
L0003788,O001934,2024-08-18,C087,P038,S09,5,608.81,0.0117,3044.05,3008.55,1986.3,1022.25
L0003789,O001935,2024-08-06,C095,P049,S11,13,398.76,0.0671,5183.88,4836.13,4342.39,493.74
L0003790,O001936,2024-08-20,C075,P015,S11,38,160.17,0.0675,6086.46,5675.56,4258.28,1417.28
L0003791,O001937,2024-08-18,C036,P003,S03,6,180.47,0.0402,1082.82,1039.31,792.96,246.35
L0003792,O001937,2024-08-18,C036,P018,S03,6,99.21,0.0147,595.26,586.53,419.52,167.01
L0003793,O001938,2024-08-04,C125,P039,S05,18,790.18,0.0552,14223.24,13438.81,9173.16,4265.65
L0003794,O001938,2024-08-04,C125,P009,S05,40,103.07,0.0697,4122.8,3835.47,3055.2,780.27
L0003795,O001938,2024-08-04,C125,P054,S05,18,115.7,0.0614,2082.6,1954.68,1760.22,194.46
L0003796,O001938,2024-08-04,C125,P002,S05,15,111.25,0.0841,1668.75,1528.43,1297.8,230.63
L0003797,O001939,2024-08-02,C056,P038,S14,11,608.81,0.0854,6696.91,6124.69,4369.86,1754.83
L0003798,O001939,2024-08-02,C056,P011,S14,11,190.87,0.0707,2099.57,1951.17,1533.07,418.1
L0003799,O001939,2024-08-02,C056,P033,S14,16,566.71,0.0755,9067.36,8383.02,6731.68,1651.34
L0003800,O001940,2024-08-08,C126,P004,S09,3,203.83,0.0366,611.49,589.11,483.87,105.24
L0003801,O001941,2024-08-11,C111,P012,S04,37,121.04,0.0731,4478.48,4151.32,3513.15,638.17
L0003802,O001942,2024-08-16,C017,P023,S03,8,60.37,0.0155,482.96,475.5,355.84,119.66
L0003803,O001942,2024-08-16,C017,P039,S03,8,790.18,0.0248,6321.44,6164.81,4076.96,2087.85
L0003804,O001942,2024-08-16,C017,P020,S03,4,162.02,0.02,648.08,635.11,455.12,179.99
L0003805,O001943,2024-08-15,C137,P025,S08,13,456.91,0.0818,5939.83,5453.84,4654.0,799.84
L0003806,O001944,2024-08-26,C031,P023,S09,7,60.37,0.0139,422.59,416.7,311.36,105.34
L0003807,O001944,2024-08-26,C031,P013,S09,3,174.44,0,523.32,523.32,380.1,143.22
L0003808,O001944,2024-08-26,C031,P044,S09,7,848.28,0.0252,5937.96,5788.27,3793.51,1994.76
L0003809,O001944,2024-08-26,C031,P040,S09,4,335.42,0.0129,1341.68,1324.38,899.48,424.9
L0003810,O001945,2024-08-03,C033,P011,S08,12,190.87,0.0087,2290.44,2270.4,1672.44,597.96
L0003811,O001945,2024-08-03,C033,P036,S08,5,231.82,0.0138,1159.1,1143.15,841.15,302.0
L0003812,O001945,2024-08-03,C033,P006,S08,6,102.8,0.0067,616.8,612.64,462.24,150.4
L0003813,O001946,2024-08-08,C018,P041,S04,7,542.96,0.008,3800.72,3770.16,2540.65,1229.51
L0003814,O001946,2024-08-08,C018,P036,S04,6,231.82,0.0397,1390.92,1335.71,1009.38,326.33
L0003815,O001947,2024-08-08,C035,P032,S06,3,415.18,0.0386,1245.54,1197.51,936.06,261.45
L0003816,O001948,2024-08-13,C163,P024,S05,15,63.13,0.095,946.95,856.95,693.3,163.65
L0003817,O001948,2024-08-13,C163,P027,S05,26,261.5,0.1025,6799.0,6102.21,4938.44,1163.77
L0003818,O001949,2024-08-08,C117,P016,S09,16,154.93,0.0521,2478.88,2349.82,1703.04,646.78
L0003819,O001949,2024-08-08,C117,P037,S09,8,763.46,0.0423,6107.68,5849.07,4044.72,1804.35
L0003820,O001949,2024-08-08,C117,P049,S09,9,398.76,0.0373,3588.84,3455.09,3006.27,448.82
L0003821,O001950,2024-08-22,C161,P025,S03,3,456.91,0.0435,1370.73,1311.1,1074.0,237.1
L0003822,O001950,2024-08-22,C161,P040,S03,2,335.42,0.0208,670.84,656.89,449.74,207.15
L0003823,O001950,2024-08-22,C161,P014,S03,2,62.06,0.0117,124.12,122.67,93.14,29.53
L0003824,O001951,2024-08-29,C088,P009,S08,3,103.07,0.0331,309.21,298.97,229.14,69.83
L0003825,O001951,2024-08-29,C088,P003,S08,7,180.47,0.016,1263.29,1243.06,925.12,317.94
L0003826,O001951,2024-08-29,C088,P007,S08,4,73.98,0.0294,295.92,287.23,230.84,56.39
L0003827,O001952,2024-08-29,C057,P010,S07,5,191.41,0.0706,957.05,889.53,765.0,124.53
L0003828,O001953,2024-08-31,C064,P024,S09,10,63.13,0.0351,631.3,609.13,462.2,146.93
L0003829,O001953,2024-08-31,C064,P044,S09,5,848.28,0.0109,4241.4,4195.27,2709.65,1485.62
L0003830,O001953,2024-08-31,C064,P026,S09,6,316.2,0.0224,1897.2,1854.7,1515.96,338.74
L0003831,O001953,2024-08-31,C064,P021,S09,2,141.59,0.0223,283.18,276.87,213.92,62.95
L0003832,O001954,2024-08-04,C006,P009,S07,2,103.07,0.0462,206.14,196.62,152.76,43.86
L0003833,O001954,2024-08-04,C006,P021,S07,2,141.59,0.0281,283.18,275.22,213.92,61.3
L0003834,O001955,2024-08-11,C029,P004,S01,9,203.83,0.0481,1834.47,1746.19,1451.61,294.58
L0003835,O001955,2024-08-11,C029,P056,S01,7,360.27,0.023,2521.89,2463.89,2166.15,297.74
L0003836,O001955,2024-08-11,C029,P027,S01,1,261.5,0.0246,261.5,255.08,189.94,65.14
L0003837,O001956,2024-08-09,C036,P008,S01,1,167.48,0.0107,167.48,165.68,124.86,40.82
L0003838,O001957,2024-08-06,C038,P032,S01,10,415.18,0.0135,4151.8,4095.77,3120.2,975.57
L0003839,O001958,2024-08-22,C179,P023,S01,3,60.37,0.0182,181.11,177.81,133.44,44.37
L0003840,O001959,2024-08-10,C179,P002,S03,2,111.25,0.0521,222.5,210.91,173.04,37.87
L0003841,O001960,2024-08-17,C035,P036,S06,4,231.82,0.0242,927.28,904.86,672.92,231.94
L0003842,O001961,2024-08-02,C146,P021,S03,31,141.59,0.0681,4389.29,4090.56,3315.76,774.8
L0003843,O001961,2024-08-02,C146,P005,S03,18,133.29,0.0829,2399.22,2200.25,1912.14,288.11
L0003844,O001962,2024-08-21,C057,P051,S06,22,83.67,0.0756,1840.74,1701.6,1513.82,187.78
L0003845,O001962,2024-08-21,C057,P052,S06,31,298.15,0.085,9242.65,8456.83,7736.36,720.47
L0003846,O001962,2024-08-21,C057,P034,S06,24,241.4,0.0543,5793.6,5479.1,4732.08,747.02
L0003847,O001963,2024-08-09,C033,P050,S09,7,390.75,0.0385,2735.25,2629.84,2218.65,411.19
L0003848,O001963,2024-08-09,C033,P056,S09,7,360.27,0.0203,2521.89,2470.65,2166.15,304.5
L0003849,O001963,2024-08-09,C033,P035,S09,7,287.19,0.0254,2010.33,1959.22,1594.67,364.55
L0003850,O001964,2024-08-11,C164,P059,S03,4,175.5,0.0265,702.0,683.38,581.88,101.5
L0003851,O001965,2024-08-30,C154,P024,S08,29,63.13,0.0641,1830.77,1713.33,1340.38,372.95
L0003852,O001966,2024-08-28,C049,P024,S08,7,63.13,0.0212,441.91,432.55,323.54,109.01
L0003853,O001967,2024-08-19,C056,P042,S15,20,559.21,0.0605,11184.2,10507.11,6624.0,3883.11
